config,workload,total_energy,nrh,baseline_energy,ramulator.hydra_baseline_energy,normalized_energy
REGA,526.blender,3134672.7498749997,125,2938355.72325,2938355.72325,1.0668118652454581
REGA,526.blender,3002779.5778125003,250,2938355.72325,2938355.72325,1.0219251379445793
REGA,526.blender,2962785.4471875005,500,2938355.72325,2938355.72325,1.00831407979102
REGA,526.blender,2943421.01325,1000,2938355.72325,2938355.72325,1.0017238518671925
Graphene,526.blender,2938355.72325,125,2938355.72325,2938355.72325,1.0
Graphene,526.blender,2938355.72325,250,2938355.72325,2938355.72325,1.0
Graphene,526.blender,2938355.72325,500,2938355.72325,2938355.72325,1.0
Graphene,526.blender,2938355.72325,1000,2938355.72325,2938355.72325,1.0
Hydra,526.blender,2938355.72325,125,2938355.72325,2938355.72325,1.0
Hydra,526.blender,2938355.72325,250,2938355.72325,2938355.72325,1.0
Hydra,526.blender,2938355.72325,500,2938355.72325,2938355.72325,1.0
Hydra,526.blender,2938355.72325,1000,2938355.72325,2938355.72325,1.0
PARA,526.blender,3009745.9944375,125,2938355.72325,2938355.72325,1.024295993375689
PARA,526.blender,2969106.12225,250,2938355.72325,2938355.72325,1.0104651723263747
PARA,526.blender,2957331.4972500005,500,2938355.72325,2938355.72325,1.0064579566898089
PARA,526.blender,2946209.4830625,1000,2938355.72325,2938355.72325,1.0026728417360624
ABACuS,526.blender,2939028.6991875,125,2938355.72325,2938355.72325,1.0002290314723215
ABACuS,526.blender,2938355.72325,250,2938355.72325,2938355.72325,1.0
ABACuS,526.blender,2938355.72325,500,2938355.72325,2938355.72325,1.0
ABACuS,526.blender,2938355.72325,1000,2938355.72325,2938355.72325,1.0
Baseline,445.gobmk,2389667.7673124997,,2389667.7673124997,2389667.7673124997,1.0
Hydra-Baseline,445.gobmk,2389667.7673124997,,2389667.7673124997,2389667.7673124997,1.0
REGA,445.gobmk,2930837.6536875004,125,2389667.7673124997,2389667.7673124997,1.2264623952239262
REGA,445.gobmk,2561933.8874999997,250,2389667.7673124997,2389667.7673124997,1.072087895457215
REGA,445.gobmk,2448845.248125,500,2389667.7673124997,2389667.7673124997,1.024763894639234
REGA,445.gobmk,2405580.9973125,1000,2389667.7673124997,2389667.7673124997,1.006659180919487
Graphene,445.gobmk,2392052.7800625,125,2389667.7673124997,2389667.7673124997,1.0009980520232242
Graphene,445.gobmk,2391859.8688124996,250,2389667.7673124997,2389667.7673124997,1.0009173247971894
Graphene,445.gobmk,2389667.7673124997,500,2389667.7673124997,2389667.7673124997,1.0
Graphene,445.gobmk,2389667.7673124997,1000,2389667.7673124997,2389667.7673124997,1.0
Hydra,445.gobmk,2411997.403875,125,2389667.7673124997,2389667.7673124997,1.009344243106904
Hydra,445.gobmk,2404066.70775,250,2389667.7673124997,2389667.7673124997,1.006025498872462
Hydra,445.gobmk,2395454.031,500,2389667.7673124997,2389667.7673124997,1.0024213674246474
Hydra,445.gobmk,2389667.7673124997,1000,2389667.7673124997,2389667.7673124997,1.0
PARA,445.gobmk,2538867.5115,125,2389667.7673124997,2389667.7673124997,1.0624353503145316
PARA,445.gobmk,2449257.2883749995,250,2389667.7673124997,2389667.7673124997,1.024936320386292
PARA,445.gobmk,2416892.2816875,500,2389667.7673124997,2389667.7673124997,1.01139259387744
PARA,445.gobmk,2403399.1964999996,1000,2389667.7673124997,2389667.7673124997,1.005746166632587
ABACuS,445.gobmk,2399457.7921875,125,2389667.7673124997,2389667.7673124997,1.0040968142136386
ABACuS,445.gobmk,2388418.5860625,250,2389667.7673124997,2389667.7673124997,0.9994772573547306
ABACuS,445.gobmk,2389101.6129375,500,2389667.7673124997,2389667.7673124997,0.9997630823904711
ABACuS,445.gobmk,2389657.2991875,1000,2389667.7673124997,2389667.7673124997,0.999995619422439
Baseline,wc_map0,6326136.5578125,,6326136.5578125,6326136.5578125,1.0
Hydra-Baseline,wc_map0,6326136.5578125,,6326136.5578125,6326136.5578125,1.0
REGA,wc_map0,11867617.737375002,125,6326136.5578125,6326136.5578125,1.875966101730608
REGA,wc_map0,8178516.204375001,250,6326136.5578125,6326136.5578125,1.2928137307239904
REGA,wc_map0,6932916.020062501,500,6326136.5578125,6326136.5578125,1.0959162763409929
REGA,wc_map0,6471991.772812501,1000,6326136.5578125,6326136.5578125,1.0230559700485562
Graphene,wc_map0,6380516.59575,125,6326136.5578125,6326136.5578125,1.008596089799918
Graphene,wc_map0,6349410.506250001,250,6326136.5578125,6326136.5578125,1.003679014549371
Graphene,wc_map0,6327529.2245625,500,6326136.5578125,6326136.5578125,1.0002201449079187
Graphene,wc_map0,6326487.753375,1000,6326136.5578125,6326136.5578125,1.0000555150144628
Hydra,wc_map0,6427418.027437499,125,6326136.5578125,6326136.5578125,1.0160100036885737
Hydra,wc_map0,6398277.3984375,250,6326136.5578125,6326136.5578125,1.0114036173525072
Hydra,wc_map0,6402685.054312499,500,6326136.5578125,6326136.5578125,1.0121003547426535
Hydra,wc_map0,6363949.8635625,1000,6326136.5578125,6326136.5578125,1.0059773141797426
PARA,wc_map0,7906398.0196875,125,6326136.5578125,6326136.5578125,1.2497988223038667
PARA,wc_map0,6918245.8479375,250,6326136.5578125,6326136.5578125,1.0935972982426014
PARA,wc_map0,6589881.937312501,500,6326136.5578125,6326136.5578125,1.0416913825823577
PARA,wc_map0,6453576.3241875,1000,6326136.5578125,6326136.5578125,1.020144959757092
ABACuS,wc_map0,6347472.486,125,6326136.5578125,6326136.5578125,1.0033726632349014
ABACuS,wc_map0,6338199.177375,250,6326136.5578125,6326136.5578125,1.0019067908908168
ABACuS,wc_map0,6329215.715625,500,6326136.5578125,6326136.5578125,1.0004867359065617
ABACuS,wc_map0,6326459.388750001,1000,6326136.5578125,6326136.5578125,1.000051031294464
Baseline,473.astar,6274102.3625625,,6274102.3625625,6274102.3625625,1.0
Hydra-Baseline,473.astar,6274102.3625625,,6274102.3625625,6274102.3625625,1.0
REGA,473.astar,13613471.066249998,125,6274102.3625625,6274102.3625625,2.1697878484548534
REGA,473.astar,8567896.6955625,250,6274102.3625625,6274102.3625625,1.365597212230238
REGA,473.astar,7002441.906187501,500,6274102.3625625,6274102.3625625,1.1160866529642544
REGA,473.astar,6496930.5125625,1000,6274102.3625625,6274102.3625625,1.035515542642341
Graphene,473.astar,6275458.109625001,125,6274102.3625625,6274102.3625625,1.0002160862198537
Graphene,473.astar,6274102.3625625,250,6274102.3625625,6274102.3625625,1.0
Graphene,473.astar,6274102.3625625,500,6274102.3625625,6274102.3625625,1.0
Graphene,473.astar,6274102.3625625,1000,6274102.3625625,6274102.3625625,1.0
Hydra,473.astar,6789408.198749999,125,6274102.3625625,6274102.3625625,1.0821322009762422
Hydra,473.astar,6460720.5121875,250,6274102.3625625,6274102.3625625,1.0297441990648013
Hydra,473.astar,6304749.228937499,500,6274102.3625625,6274102.3625625,1.0048846615187328
Hydra,473.astar,6274503.6665624995,1000,6274102.3625625,6274102.3625625,1.0000639619784328
PARA,473.astar,8787264.505125001,125,6274102.3625625,6274102.3625625,1.4005612273013766
PARA,473.astar,7173164.3475,250,6274102.3625625,6274102.3625625,1.1432973089986853
PARA,473.astar,6666458.6176875,500,6274102.3625625,6274102.3625625,1.0625358389856987
PARA,473.astar,6457077.397125001,1000,6274102.3625625,6274102.3625625,1.0291635398960512
ABACuS,473.astar,6345150.096375,125,6274102.3625625,6274102.3625625,1.011323967909169
ABACuS,473.astar,6296629.552875,250,6274102.3625625,6274102.3625625,1.0035905041089097
ABACuS,473.astar,6274202.506312501,500,6274102.3625625,6274102.3625625,1.0000159614466284
ABACuS,473.astar,6274102.3625625,1000,6274102.3625625,6274102.3625625,1.0
Baseline,447.dealII,2877486.3350624996,,2877486.3350624996,2877486.3350624996,1.0
Hydra-Baseline,447.dealII,2877486.3350624996,,2877486.3350624996,2877486.3350624996,1.0
REGA,447.dealII,2896664.1116249994,125,2877486.3350624996,2877486.3350624996,1.0066647672062996
REGA,447.dealII,2883467.182875,250,2877486.3350624996,2877486.3350624996,1.0020784973814203
REGA,447.dealII,2879413.3184999996,500,2877486.3350624996,2877486.3350624996,1.0006696759647542
REGA,447.dealII,2877976.0400624997,1000,2877486.3350624996,2877486.3350624996,1.000170184995853
Graphene,447.dealII,2877486.3350624996,125,2877486.3350624996,2877486.3350624996,1.0
Graphene,447.dealII,2877486.3350624996,250,2877486.3350624996,2877486.3350624996,1.0
Graphene,447.dealII,2877486.3350624996,500,2877486.3350624996,2877486.3350624996,1.0
Graphene,447.dealII,2877486.3350624996,1000,2877486.3350624996,2877486.3350624996,1.0
Hydra,447.dealII,2877486.3350624996,125,2877486.3350624996,2877486.3350624996,1.0
Hydra,447.dealII,2877486.3350624996,250,2877486.3350624996,2877486.3350624996,1.0
Hydra,447.dealII,2877486.3350624996,500,2877486.3350624996,2877486.3350624996,1.0
Hydra,447.dealII,2877486.3350624996,1000,2877486.3350624996,2877486.3350624996,1.0
PARA,447.dealII,2882673.1312499996,125,2877486.3350624996,2877486.3350624996,1.0018025441595668
PARA,447.dealII,2879462.065875,250,2877486.3350624996,2877486.3350624996,1.0006866169227029
PARA,447.dealII,2878941.5100000002,500,2877486.3350624996,2877486.3350624996,1.000505710459775
PARA,447.dealII,2877365.1238125,1000,2877486.3350624996,2877486.3350624996,0.9999578759945711
ABACuS,447.dealII,2877486.3350624996,125,2877486.3350624996,2877486.3350624996,1.0
ABACuS,447.dealII,2877486.3350624996,250,2877486.3350624996,2877486.3350624996,1.0
ABACuS,447.dealII,2877486.3350624996,500,2877486.3350624996,2877486.3350624996,1.0
ABACuS,447.dealII,2877486.3350624996,1000,2877486.3350624996,2877486.3350624996,1.0
Baseline,500.perlbench,3919005.35325,,3919005.35325,3919005.35325,1.0
Hydra-Baseline,500.perlbench,3919005.35325,,3919005.35325,3919005.35325,1.0
REGA,500.perlbench,5535475.5071250005,125,3919005.35325,3919005.35325,1.4124694937031597
REGA,500.perlbench,4421071.8405,250,3919005.35325,3919005.35325,1.1281106918707422
REGA,500.perlbench,4080585.0241875,500,3919005.35325,3919005.35325,1.0412297653034597
REGA,500.perlbench,3966148.58325,1000,3919005.35325,3919005.35325,1.0120293864770826
Graphene,500.perlbench,3923408.9229375003,125,3919005.35325,3919005.35325,1.001123644723743
Graphene,500.perlbench,3919936.6644375,250,3919005.35325,3919005.35325,1.0002376396824075
Graphene,500.perlbench,3919005.35325,500,3919005.35325,3919005.35325,1.0
Graphene,500.perlbench,3919005.35325,1000,3919005.35325,3919005.35325,1.0
Hydra,500.perlbench,3987520.631625,125,3919005.35325,3919005.35325,1.0174828233695012
Hydra,500.perlbench,3937923.9765,250,3919005.35325,3919005.35325,1.0048274042887722
Hydra,500.perlbench,3923763.6105,500,3919005.35325,3919005.35325,1.0012141492090727
Hydra,500.perlbench,3919005.35325,1000,3919005.35325,3919005.35325,1.0
PARA,500.perlbench,4665718.1915625,125,3919005.35325,3919005.35325,1.1905363149589108
PARA,500.perlbench,4213035.9774375,250,3919005.35325,3919005.35325,1.0750268493365702
PARA,500.perlbench,4052352.69675,500,3919005.35325,3919005.35325,1.0340258130521347
PARA,500.perlbench,3983812.8238125,1000,3919005.35325,3919005.35325,1.016536713967169
ABACuS,500.perlbench,3932245.1662500002,125,3919005.35325,3919005.35325,1.0033783605294186
ABACuS,500.perlbench,3922898.481562501,250,3919005.35325,3919005.35325,1.0009933970386828
ABACuS,500.perlbench,3918922.86075,500,3919005.35325,3919005.35325,0.9999789506539123
ABACuS,500.perlbench,3919059.3701250004,1000,3919005.35325,3919005.35325,1.0000137833123794
Baseline,wc_8443,6364692.1910625,,6364692.1910625,6364692.1910625,1.0
Hydra-Baseline,wc_8443,6364692.1910625,,6364692.1910625,6364692.1910625,1.0
REGA,wc_8443,11891631.802874997,125,6364692.1910625,6364692.1910625,1.8683750047761303
REGA,wc_8443,8214609.47625,250,6364692.1910625,6364692.1910625,1.2906530637546325
REGA,wc_8443,6973042.5961875,500,6364692.1910625,6364692.1910625,1.0955820622369241
REGA,wc_8443,6510546.4910625,1000,6364692.1910625,6364692.1910625,1.022916159277084
Graphene,wc_8443,6419633.101500001,125,6364692.1910625,6364692.1910625,1.008632139432391
Graphene,wc_8443,6386929.540124999,250,6364692.1910625,6364692.1910625,1.0034938608804564
Graphene,wc_8443,6365202.852937501,500,6364692.1910625,6364692.1910625,1.0000802335540622
Graphene,wc_8443,6364594.210125,1000,6364692.1910625,6364692.1910625,0.9999846055497174
Hydra,wc_8443,6463466.638875,125,6364692.1910625,6364692.1910625,1.0155191240750343
Hydra,wc_8443,6439001.6761874985,250,6364692.1910625,6364692.1910625,1.0116752676946965
Hydra,wc_8443,6442185.2698125,500,6364692.1910625,6364692.1910625,1.012175463702521
Hydra,wc_8443,6403426.764374999,1000,6364692.1910625,6364692.1910625,1.0060858517819435
PARA,wc_8443,7953119.1669375,125,6364692.1910625,6364692.1910625,1.2495685460021961
PARA,wc_8443,6954202.836937501,250,6364692.1910625,6364692.1910625,1.0926220197581291
PARA,wc_8443,6630986.1151875,500,6364692.1910625,6364692.1910625,1.041839246287344
PARA,wc_8443,6493181.363625,1000,6364692.1910625,6364692.1910625,1.0201878062136185
ABACuS,wc_8443,6388838.9165625,125,6364692.1910625,6364692.1910625,1.0037938559752988
ABACuS,wc_8443,6374265.2476875,250,6364692.1910625,6364692.1910625,1.0015040879177854
ABACuS,wc_8443,6366550.05525,500,6364692.1910625,6364692.1910625,1.0002919016555285
ABACuS,wc_8443,6364708.438875,1000,6364692.1910625,6364692.1910625,1.0000025528041283
Baseline,ycsb_dserver,3875339.661375,,3875339.661375,3875339.661375,1.0
Hydra-Baseline,ycsb_dserver,3875339.661375,,3875339.661375,3875339.661375,1.0
REGA,ycsb_dserver,5743933.458187501,125,3875339.661375,3875339.661375,1.4821754891413852
REGA,ycsb_dserver,4455352.0335,250,3875339.661375,3875339.661375,1.1496674931247721
REGA,ycsb_dserver,4061153.24775,500,3875339.661375,3875339.661375,1.047947690424914
REGA,ycsb_dserver,3930411.396375,1000,3875339.661375,3875339.661375,1.01421081500259
Graphene,ycsb_dserver,3873573.900375,125,3875339.661375,3875339.661375,0.9995443596808818
Graphene,ycsb_dserver,3875345.4991875007,250,3875339.661375,3875339.661375,1.0000015064002155
Graphene,ycsb_dserver,3875339.661375,500,3875339.661375,3875339.661375,1.0
Graphene,ycsb_dserver,3875339.661375,1000,3875339.661375,3875339.661375,1.0
Hydra,ycsb_dserver,3958703.0926874997,125,3875339.661375,3875339.661375,1.0215112580049104
Hydra,ycsb_dserver,3884691.6414374993,250,3875339.661375,3875339.661375,1.002413202681486
Hydra,ycsb_dserver,3875408.6341874995,500,3875339.661375,3875339.661375,1.000017797875419
Hydra,ycsb_dserver,3875339.661375,1000,3875339.661375,3875339.661375,1.0
PARA,ycsb_dserver,4719091.665750001,125,3875339.661375,3875339.661375,1.217723368298414
PARA,ycsb_dserver,4209755.374500001,250,3875339.661375,3875339.661375,1.0862932651963588
PARA,ycsb_dserver,4027367.3353124997,500,3875339.661375,3875339.661375,1.0392295094679673
PARA,ycsb_dserver,3950720.452687501,1000,3875339.661375,3875339.661375,1.0194514024315884
ABACuS,ycsb_dserver,3883491.874125,125,3875339.661375,3875339.661375,1.0021036124475107
ABACuS,ycsb_dserver,3873587.86575,250,3875339.661375,3875339.661375,0.9995479633327473
ABACuS,ycsb_dserver,3875426.5629375,500,3875339.661375,3875339.661375,1.0000224242440905
ABACuS,ycsb_dserver,3875339.661375,1000,3875339.661375,3875339.661375,1.0
Baseline,444.namd,2794809.0046875,,2794809.0046875,2794809.0046875,1.0
Hydra-Baseline,444.namd,2794809.0046875,,2794809.0046875,2794809.0046875,1.0
REGA,444.namd,2813073.404625,125,2794809.0046875,2794809.0046875,1.0065351156042743
REGA,444.namd,2800261.7043749997,250,2794809.0046875,2794809.0046875,1.0019510097750344
REGA,444.namd,2796458.1956249997,500,2794809.0046875,2794809.0046875,1.0005900907485032
REGA,444.namd,2795235.6196875004,1000,2794809.0046875,2794809.0046875,1.0001526454935863
Graphene,444.namd,2794809.0046875,125,2794809.0046875,2794809.0046875,1.0
Graphene,444.namd,2794809.0046875,250,2794809.0046875,2794809.0046875,1.0
Graphene,444.namd,2794809.0046875,500,2794809.0046875,2794809.0046875,1.0
Graphene,444.namd,2794809.0046875,1000,2794809.0046875,2794809.0046875,1.0
Hydra,444.namd,2794809.0046875,125,2794809.0046875,2794809.0046875,1.0
Hydra,444.namd,2794809.0046875,250,2794809.0046875,2794809.0046875,1.0
Hydra,444.namd,2794809.0046875,500,2794809.0046875,2794809.0046875,1.0
Hydra,444.namd,2794809.0046875,1000,2794809.0046875,2794809.0046875,1.0
PARA,444.namd,2794113.4370625,125,2794809.0046875,2794809.0046875,0.9997511215886905
PARA,444.namd,2795206.9486875,250,2794809.0046875,2794809.0046875,1.0001423868319204
PARA,444.namd,2794130.2336874995,500,2794809.0046875,2794809.0046875,0.9997571315253163
PARA,444.namd,2795917.966875,1000,2794809.0046875,2794809.0046875,1.0003967935503426
ABACuS,444.namd,2794809.0046875,125,2794809.0046875,2794809.0046875,1.0
ABACuS,444.namd,2794809.0046875,250,2794809.0046875,2794809.0046875,1.0
ABACuS,444.namd,2794809.0046875,500,2794809.0046875,2794809.0046875,1.0
ABACuS,444.namd,2794809.0046875,1000,2794809.0046875,2794809.0046875,1.0
Baseline,483.xalancbmk,8386485.210937499,,8386485.210937499,8386485.210937499,1.0
Hydra-Baseline,483.xalancbmk,8386485.210937499,,8386485.210937499,8386485.210937499,1.0
REGA,483.xalancbmk,17438996.383874997,125,8386485.210937499,8386485.210937499,2.0794165786080896
REGA,483.xalancbmk,11242442.30925,250,8386485.210937499,8386485.210937499,1.3405427931343414
REGA,483.xalancbmk,9285448.8624375,500,8386485.210937499,8386485.210937499,1.1071919438106907
REGA,483.xalancbmk,8636594.0709375,1000,8386485.210937499,8386485.210937499,1.029822846366415
Graphene,483.xalancbmk,8545874.836124998,125,8386485.210937499,8386485.210937499,1.0190055334479844
Graphene,483.xalancbmk,8458452.9789375,250,8386485.210937499,8386485.210937499,1.0085813980696157
Graphene,483.xalancbmk,8410585.863562498,500,8386485.210937499,8386485.210937499,1.002873748897043
Graphene,483.xalancbmk,8389204.057125,1000,8386485.210937499,8386485.210937499,1.0003241937616434
Hydra,483.xalancbmk,10311802.977937499,125,8386485.210937499,8386485.210937499,1.2295738582462454
Hydra,483.xalancbmk,8788385.7913125,250,8386485.210937499,8386485.210937499,1.0479224097182989
Hydra,483.xalancbmk,8565009.154124998,500,8386485.210937499,8386485.210937499,1.0212870992671246
Hydra,483.xalancbmk,8462513.0461875,1000,8386485.210937499,8386485.210937499,1.009065518311634
PARA,483.xalancbmk,13031814.877312496,125,8386485.210937499,8386485.210937499,1.5539066187485364
PARA,483.xalancbmk,10209036.9170625,250,8386485.210937499,8386485.210937499,1.217320088247227
PARA,483.xalancbmk,9221370.163687501,500,8386485.210937499,8386485.210937499,1.0995512341285907
PARA,483.xalancbmk,8790906.0916875,1000,8386485.210937499,8386485.210937499,1.0482229289837133
ABACuS,483.xalancbmk,8486402.6150625,125,8386485.210937499,8386485.210937499,1.011914097695503
ABACuS,483.xalancbmk,8433628.408125,250,8386485.210937499,8386485.210937499,1.005621329556036
ABACuS,483.xalancbmk,8408470.7551875,500,8386485.210937499,8386485.210937499,1.0026215445084585
ABACuS,483.xalancbmk,8396909.524124999,1000,8386485.210937499,8386485.210937499,1.0012429895153103
Baseline,tpch17,6893819.249624999,,6893819.249624999,6893819.249624999,1.0
Hydra-Baseline,tpch17,6893819.249624999,,6893819.249624999,6893819.249624999,1.0
REGA,tpch17,14875299.62775,125,6893819.249624999,6893819.249624999,2.157773374832705
REGA,tpch17,9393036.13125,250,6893819.249624999,6893819.249624999,1.3625300854473301
REGA,tpch17,7690213.2555,500,6893819.249624999,6893819.249624999,1.1155229020427715
REGA,tpch17,7134093.644625,1000,6893819.249624999,6893819.249624999,1.034853596576828
Graphene,tpch17,6985194.147562499,125,6893819.249624999,6893819.249624999,1.0132546117948291
Graphene,tpch17,6930110.787187499,250,6893819.249624999,6893819.249624999,1.0052643587318415
Graphene,tpch17,6897862.70625,500,6893819.249624999,6893819.249624999,1.0005865336004016
Graphene,tpch17,6894361.855874999,1000,6893819.249624999,6893819.249624999,1.000078709091485
Hydra,tpch17,7199925.373499999,125,6893819.249624999,6893819.249624999,1.0444029808138138
Hydra,tpch17,7116238.758375,250,6893819.249624999,6893819.249624999,1.0322636118958441
Hydra,tpch17,7056480.3650625,500,6893819.249624999,6893819.249624999,1.0235952103685269
Hydra,tpch17,6926646.748312501,1000,6893819.249624999,6893819.249624999,1.0047618740060944
PARA,tpch17,10166064.8405625,125,6893819.249624999,6893819.249624999,1.474663676613729
PARA,tpch17,8115836.889375,250,6893819.249624999,6893819.249624999,1.17726279084217
PARA,tpch17,7438938.2443125,500,6893819.249624999,6893819.249624999,1.0790735838798142
PARA,tpch17,7155537.396,1000,6893819.249624999,6893819.249624999,1.0379641729639542
ABACuS,tpch17,6964718.135437499,125,6893819.249624999,6893819.249624999,1.0102844132178772
ABACuS,tpch17,6926316.867187499,250,6893819.249624999,6893819.249624999,1.0047140222836952
ABACuS,tpch17,6905412.2375625,500,6893819.249624999,6893819.249624999,1.0016816495352894
ABACuS,tpch17,6896781.241874998,1000,6893819.249624999,6893819.249624999,1.0004296591109725
Baseline,450.soplex,10905273.6871875,,10905273.6871875,10905273.6871875,1.0
Hydra-Baseline,450.soplex,10905273.6871875,,10905273.6871875,10905273.6871875,1.0
REGA,450.soplex,30524660.4241875,125,10905273.6871875,10905273.6871875,2.7990733015761564
REGA,450.soplex,17149347.111375,250,10905273.6871875,10905273.6871875,1.5725737476468473
REGA,450.soplex,12871219.311749998,500,10905273.6871875,10905273.6871875,1.1802747625556862
REGA,450.soplex,11479350.9721875,1000,10905273.6871875,10905273.6871875,1.0526421712528387
Graphene,450.soplex,11162410.668562498,125,10905273.6871875,10905273.6871875,1.023579140583799
Graphene,450.soplex,11030337.39675,250,10905273.6871875,10905273.6871875,1.0114681862326331
Graphene,450.soplex,10965415.907624999,500,10905273.6871875,10905273.6871875,1.0055149666264827
Graphene,450.soplex,10931489.3116875,1000,10905273.6871875,10905273.6871875,1.00240394008
Hydra,450.soplex,11418121.272374999,125,10905273.6871875,10905273.6871875,1.0470274841235794
Hydra,450.soplex,11145867.023250002,250,10905273.6871875,10905273.6871875,1.022062108935897
Hydra,450.soplex,11043127.439249998,500,10905273.6871875,10905273.6871875,1.0126410171827656
Hydra,450.soplex,10983550.4360625,1000,10905273.6871875,10905273.6871875,1.0071778802733733
PARA,450.soplex,18526930.3355625,125,10905273.6871875,10905273.6871875,1.6988964116810392
PARA,450.soplex,13712829.603374999,250,10905273.6871875,10905273.6871875,1.2574493769455846
PARA,450.soplex,12148073.18025,500,10905273.6871875,10905273.6871875,1.1139631639435748
PARA,450.soplex,11498055.923437499,1000,10905273.6871875,10905273.6871875,1.0543573919604101
ABACuS,450.soplex,11105370.271124998,125,10905273.6871875,10905273.6871875,1.0183486072589438
ABACuS,450.soplex,11002681.610062499,250,10905273.6871875,10905273.6871875,1.008932185075689
ABACuS,450.soplex,10953070.4056875,500,10905273.6871875,10905273.6871875,1.004382899491661
ABACuS,450.soplex,10927396.601062499,1000,10905273.6871875,10905273.6871875,1.0020286436186365
Baseline,502.gcc,3342446.246625,,3342446.246625,3342446.246625,1.0
Hydra-Baseline,502.gcc,3342446.246625,,3342446.246625,3342446.246625,1.0
REGA,502.gcc,4433375.995875,125,3342446.246625,3342446.246625,1.326386624871396
REGA,502.gcc,3679666.2037500003,250,3342446.246625,3342446.246625,1.1008901661367043
REGA,502.gcc,3454178.7240000004,500,3342446.246625,3342446.246625,1.0334283543042229
REGA,502.gcc,3375355.676625,1000,3342446.246625,3342446.246625,1.009845911518616
Graphene,502.gcc,3350744.330812501,125,3342446.246625,3342446.246625,1.0024826380367013
Graphene,502.gcc,3344926.1426250003,250,3342446.246625,3342446.246625,1.0007419404283626
Graphene,502.gcc,3342446.246625,500,3342446.246625,3342446.246625,1.0
Graphene,502.gcc,3342446.246625,1000,3342446.246625,3342446.246625,1.0
Hydra,502.gcc,3390244.1685,125,3342446.246625,3342446.246625,1.0143002813951798
Hydra,502.gcc,3369694.4473124994,250,3342446.246625,3342446.246625,1.0081521731920184
Hydra,502.gcc,3352163.8809375,500,3342446.246625,3342446.246625,1.0029073419871186
Hydra,502.gcc,3342446.246625,1000,3342446.246625,3342446.246625,1.0
PARA,502.gcc,3691437.958125,125,3342446.246625,3342446.246625,1.104412064024183
PARA,502.gcc,3478070.5550625003,250,3342446.246625,3342446.246625,1.0405763618710235
PARA,502.gcc,3404975.8689375,500,3342446.246625,3342446.246625,1.0187077420843007
PARA,502.gcc,3369092.3113124995,1000,3342446.246625,3342446.246625,1.0079720248947623
ABACuS,502.gcc,3350339.575125,125,3342446.246625,3342446.246625,1.0023615423906878
ABACuS,502.gcc,3344840.0311875,250,3342446.246625,3342446.246625,1.0007161774299038
ABACuS,502.gcc,3341235.9200625005,500,3342446.246625,3342446.246625,0.9996378919889223
ABACuS,502.gcc,3342825.2188125,1000,3342446.246625,3342446.246625,1.0001133816850107
Baseline,510.parest,8200572.736500001,,8200572.736500001,8200572.736500001,1.0
Hydra-Baseline,510.parest,8200572.736500001,,8200572.736500001,8200572.736500001,1.0
REGA,510.parest,10676868.05775,125,8200572.736500001,8200572.736500001,1.3019661431973202
REGA,510.parest,8956696.5774375,250,8200572.736500001,8200572.736500001,1.0922037844469157
REGA,510.parest,8434063.930499999,500,8200572.736500001,8200572.736500001,1.0284725471625598
REGA,510.parest,8264904.421499999,1000,8200572.736500001,8200572.736500001,1.007844779513224
Graphene,510.parest,8236470.214875,125,8200572.736500001,8200572.736500001,1.0043774355192563
Graphene,510.parest,8215766.1035625,250,8200572.736500001,8200572.736500001,1.0018527202368288
Graphene,510.parest,8205323.195812499,500,8200572.736500001,8200572.736500001,1.0005792838457923
Graphene,510.parest,8201538.11775,1000,8200572.736500001,8200572.736500001,1.000117721198387
Hydra,510.parest,8260981.148624999,125,8200572.736500001,8200572.736500001,1.0073663650169367
Hydra,510.parest,8239819.659375001,250,8200572.736500001,8200572.736500001,1.0047858758328325
Hydra,510.parest,8235424.553625001,500,8200572.736500001,8200572.736500001,1.0042499247607277
Hydra,510.parest,8221160.638499999,1000,8200572.736500001,8200572.736500001,1.0025105444048272
PARA,510.parest,9322346.1429375,125,8200572.736500001,8200572.736500001,1.1367920805634206
PARA,510.parest,8618800.625625001,250,8200572.736500001,8200572.736500001,1.0509998389824051
PARA,510.parest,8387999.9214375,500,8200572.736500001,8200572.736500001,1.0228553774181257
PARA,510.parest,8290451.924812499,1000,8200572.736500001,8200572.736500001,1.0109601111044908
ABACuS,510.parest,8214920.6698125005,125,8200572.736500001,8200572.736500001,1.0017496257607275
ABACuS,510.parest,8209027.33125,250,8200572.736500001,8200572.736500001,1.001030976130773
ABACuS,510.parest,8202434.854125001,500,8200572.736500001,8200572.736500001,1.0002270716552164
ABACuS,510.parest,8200645.2405,1000,8200572.736500001,8200572.736500001,1.0000088413336885
Baseline,grep_map0,5360501.4316875,,5360501.4316875,5360501.4316875,1.0
Hydra-Baseline,grep_map0,5360501.4316875,,5360501.4316875,5360501.4316875,1.0
REGA,grep_map0,6901678.9606874995,125,5360501.4316875,5360501.4316875,1.2875062246769762
REGA,grep_map0,5971234.229249999,250,5360501.4316875,5360501.4316875,1.1139320276928344
REGA,grep_map0,5561365.601437499,500,5360501.4316875,5360501.4316875,1.0374711530832976
REGA,grep_map0,5374073.5066875,1000,5360501.4316875,5360501.4316875,1.0025318666869056
Graphene,grep_map0,5363783.1676875,125,5360501.4316875,5360501.4316875,1.0006122069067271
